,Source,Destination,Class
24458,35862,10198,0
24459,57378,3581,0
24460,36299,14925,0
24461,17553,17632,0
24462,71631,42367,0
24463,48286,70141,0
24464,5901,38671,0
24465,39785,9650,0
24466,14260,12318,0
24467,6385,40935,0
24468,11229,23054,0
24469,34890,68132,0
24470,4931,55553,0
24471,49804,80017,0
24472,2463,61491,0
24473,9636,61649,0
24474,56760,69560,0
24475,78322,32551,0
24476,27946,19916,0
24477,30037,78730,0
24478,2633,53042,0
24479,56807,26746,0
24480,67907,46292,0
24481,11854,50059,0
24482,63079,73751,0
24483,18713,50781,0
24484,22961,19283,0
24485,32817,65335,0
24486,6611,58028,0
24487,73094,78176,0
24488,41925,14934,0
24489,19606,35722,0
24490,17989,63932,0
24491,47504,59501,0
24492,7034,28525,0
24493,39485,34971,0
24494,3195,26485,0
24495,49865,483,0
24496,22947,68030,0
24497,32609,40661,0
24498,49203,27159,0
24499,72837,50412,0
24500,43679,42083,0
24501,61141,74377,0
24502,24692,77912,0
24503,76206,30057,0
24504,24523,34534,0
24505,49143,19157,0
24506,8978,55771,0
24507,66521,13873,0
24508,25958,14197,0
24509,69159,67164,0
24510,11826,23636,0
24511,32535,79743,0
24512,23514,34492,0
24513,1209,16517,0
24514,74246,33176,0
24515,34949,56014,0
24516,58396,70773,0
24517,49717,28669,0
24518,24444,54024,0
24519,34131,67810,0
24520,50707,11099,0
24521,6291,58938,0
24522,65347,37499,0
24523,35293,57894,0
24524,23579,46756,0
24525,18249,40608,0
24526,53217,69493,0
24527,63123,25488,0
24528,74320,54012,0
24529,24713,46843,0
24530,50102,28264,0
24531,42932,69694,0
24532,28320,15514,0
24533,14311,77785,0
24534,64595,30293,0
24535,70422,41219,0
24536,49559,20108,0
24537,30622,26253,0
24538,75819,42735,0
24539,67129,61569,0
24540,34683,4728,0
24541,71913,66268,0
24542,25813,76585,0
24543,81170,7100,0
24544,80542,7531,0
24545,9310,10419,0
24546,35940,76148,0
24547,21586,76880,0
24548,40871,52759,0
24549,48906,73069,0
24550,31610,8987,0
24551,49033,63984,0
24552,46977,2912,0
24553,71603,77689,0
24554,9376,64787,0
24555,13841,59153,0
24556,68970,47373,0
24557,63769,41073,0
24558,1343,30937,0
24559,18759,17809,0
24560,16614,75139,0
24561,78758,25778,0
24562,9070,2607,0
24563,5576,73440,0
24564,3289,78258,0
24565,74603,80098,0
24566,66722,56468,0
24567,49594,3082,0
24568,42231,44117,0
24569,73142,22619,0
24570,21689,20388,0
24571,648,59543,0
24572,40500,15824,0
24573,69097,15226,0
24574,70779,24594,0
24575,79780,80712,0
24576,45480,36650,0
24577,31441,10625,0
24578,72846,53186,0
24579,9747,58068,0
24580,64144,26182,0
24581,21198,50487,0
24582,46474,69938,0
24583,80236,46404,0
24584,56836,9769,0
24585,61742,69334,0
24586,34345,23125,0
24587,23899,58491,0
24588,5294,31632,0
24589,14199,41999,0
24590,51262,24771,0
24591,73449,54014,0
24592,16183,15680,0
24593,33709,74562,0
24594,35201,36292,0
24595,80348,63210,0
24596,29463,79745,0
24597,21387,33770,0
24598,74909,64474,0
24599,59839,2246,0
24600,73165,29530,0
24601,57335,73229,0
24602,28246,19216,0
24603,68660,60648,0
24604,45361,36153,0
24605,67390,57640,0
24606,56410,26118,0
24607,22236,20102,0
24608,76768,7100,0
24609,13279,685,0
24610,53924,1679,0
24611,70442,25308,0
24612,6007,54670,0
24613,17699,33969,0
24614,42596,4348,0
24615,31458,7895,0
24616,50420,15578,0
24617,61364,12919,0
24618,59953,7986,0
24619,39224,31198,0
24620,79279,70822,0
24621,54994,48548,0
24622,22153,51716,0
24623,23819,37920,0
24624,62066,66559,0
24625,12360,61074,0
24626,9688,17032,0
24627,60188,48392,0
24628,13560,7851,0
24629,26379,67384,0
24630,56979,35636,0
24631,54713,14913,0
24632,75626,54800,0
24633,54952,35840,0
24634,30162,21944,0
24635,66127,58189,0
24636,28465,59250,0
24637,22470,27048,0
24638,71057,70819,0
24639,59676,45369,0
24640,63179,76507,0
24641,46678,53047,0
24642,8138,33231,0
24643,5895,16656,0
24644,56757,78203,0
24645,6024,41387,0
24646,30382,37344,0
24647,35468,64073,0
24648,69159,7862,0
24649,1133,77357,0
24650,34373,31827,0
24651,30800,22581,0
24652,14449,15839,0
24653,19957,33401,0
24654,80543,36966,0
24655,38814,71061,0
24656,40115,21677,0
24657,17402,15019,0
24658,23909,15316,0
24659,33299,75713,0
24660,51446,23628,0
24661,51927,63336,0
24662,39688,62176,0
24663,12138,72880,0
24664,11121,47872,0
24665,14278,1031,0
24666,72288,6305,0
24667,10782,13882,0
24668,62990,73551,0
24669,11495,70155,0
24670,12777,52986,0
24671,29970,56782,0
24672,6501,25460,0
24673,58193,70495,0
24674,2690,6220,0
24675,46532,9033,0
24676,48867,37440,0
24677,12095,79949,0
24678,31492,79424,0
24679,60030,67134,0
24680,80664,5189,0
24681,17609,69218,0
24682,22876,15977,0
24683,55432,60346,0
24684,30928,49288,0
24685,79325,26173,0
24686,47473,74740,0
24687,8927,32478,0
24688,76928,13103,0
24689,46915,74412,0
24690,47655,67806,0
24691,81225,62007,0
24692,58023,21415,0
24693,53949,47616,0
24694,57284,53506,0
24695,26850,21975,0
24696,67018,31675,0
24697,69673,14983,0
24698,79569,26691,0
24699,29498,68814,0
24700,57157,713,0
24701,72740,46722,0
24702,61627,28634,0
24703,74786,17871,0
24704,3414,69983,0
24705,2756,45662,0
24706,11301,23441,0
24707,20622,48238,0
24708,69478,370,0
24709,55871,8499,0
24710,17541,66027,0
24711,2071,61020,0
24712,72601,52198,0
24713,54793,9633,0
24714,31971,54710,0
24715,52961,73876,0
24716,25415,24161,0
24717,58423,42044,0
24718,58936,20163,0
24719,56942,52587,0
24720,26521,80136,0
24721,18043,17377,0
24722,12683,14962,0
24723,27451,42328,0
24724,33291,67045,0
24725,52451,31144,0
24726,13200,22836,0
24727,56566,40407,0
24728,19061,77669,0
24729,5958,49114,0
24730,79201,53598,0
24731,4686,51695,0
24732,65820,1909,0
24733,15335,68336,0
24734,2273,17935,0
24735,15360,25763,0
24736,30250,54812,0
24737,13854,57187,0
24738,60604,22254,0
24739,72618,1604,0
24740,69025,34494,0
24741,79389,47768,0
24742,23121,14952,0
24743,55865,13541,0
24744,79777,20523,0
24745,11601,68190,0
24746,46129,28883,0
24747,68419,3193,0
24748,50456,71802,0
24749,75627,41252,0
24750,35081,12910,0
24751,12831,71210,0
24752,33923,35218,0
24753,53039,27126,0
24754,30667,4711,0
24755,54254,49086,0
24756,42344,53874,0
24757,33670,53993,0
24758,33574,72190,0
24759,49991,8811,0
24760,44114,4214,0
24761,57183,47680,0
24762,38982,56337,0
24763,38719,9160,0
24764,50920,74538,0
24765,45589,3655,0
24766,13887,36143,0
24767,52867,24740,0
24768,56554,28638,0
24769,12299,23966,0
24770,26432,21545,0
24771,53132,8227,0
24772,47040,79290,0
24773,75848,18566,0
24774,76683,45031,0
24775,29818,38512,0
24776,55915,11160,0
24777,47459,27946,0
24778,47697,14528,0
24779,50405,47647,0
24780,74494,35108,0
24781,52865,49927,0
24782,34284,1962,0
24783,63291,1262,0
24784,33247,48948,0
24785,22121,40986,0
24786,26842,43643,0
24787,10384,7233,0
24788,42803,6816,0
24789,14704,40845,0
24790,67233,39802,0
24791,71063,71335,0
24792,6275,73225,0
24793,21183,8542,0
24794,28078,70802,0
24795,26553,28614,0
24796,24795,13020,0
24797,59663,62989,0
24798,61291,10994,0
24799,1708,4431,0
24800,41090,390,0
24801,50475,12148,0
24802,76427,78945,0
24803,63622,39467,0
24804,3488,2256,0
24805,18446,2170,0
24806,61494,14736,0
24807,53321,18813,0
24808,57955,79942,0
24809,70926,56296,0
24810,65209,74023,0
24811,43068,7218,0
24812,39906,72374,0
24813,29123,75920,0
24814,63726,54692,0
24815,58312,76392,0
24816,5613,24595,0
24817,38291,48982,0
24818,2802,46409,0
24819,72256,10501,0
24820,21974,78977,0
24821,15170,17589,0
24822,54241,11966,0
24823,77961,78562,0
24824,51782,55173,0
24825,34635,36446,0
24826,8422,57207,0
24827,55904,71242,0
24828,80046,60027,0
24829,17511,22806,0
24830,50898,68601,0
24831,77712,53133,0
24832,41906,72575,0
24833,79457,69431,0
24834,23515,49617,0
24835,74354,8763,0
24836,53346,16375,0
24837,70579,44645,0
24838,67373,16911,0
24839,79997,11466,0
24840,12826,39404,0
24841,48801,48818,0
24842,34519,30205,0
24843,12379,54176,0
24844,75189,704,0
24845,31879,17377,0
24846,49370,41017,0
24847,19085,49179,0
24848,11053,61597,0
24849,17638,71384,0
24850,53582,72063,0
24851,75251,66442,0
24852,426,70729,0
24853,34038,18389,0
24854,30097,73227,0
24855,72436,11734,0
24856,50251,43102,0
24857,36076,51713,0
24858,40381,80321,0
24859,49034,26142,0
24860,28646,78694,0
24861,33668,11881,0
24862,1344,75914,0
24863,6312,5832,0
24864,38740,37958,0
24865,7301,44253,0
24866,23581,48119,0
24867,68023,912,0
24868,36363,31182,0
24869,78787,34307,0
24870,62853,56715,0
24871,80631,19093,0
24872,57092,52478,0
24873,71934,40920,0
24874,31286,61320,0
24875,43460,62994,0
24876,22902,70812,0
24877,26195,67431,0
24878,76497,35040,0
24879,28612,65877,0
24880,76730,52769,0
24881,70034,28067,0
24882,37613,63120,0
24883,37223,14670,0
24884,49621,50761,0
24885,27104,45735,0
24886,42829,51234,0
24887,6249,42420,0
24888,12863,3741,0
24889,43405,74964,0
24890,17041,57649,0
24891,4345,50386,0
24892,31730,37925,0
24893,64110,20776,0
24894,58354,81208,0
24895,38639,55006,0
24896,5424,31168,0
24897,36609,33062,0
24898,80380,42613,0
24899,21922,78496,0
24900,15058,11385,0
24901,18443,68131,0
24902,35088,17411,0
24903,46468,45642,0
24904,31292,8093,0
24905,42636,71376,0
24906,4687,71441,0
24907,14609,4584,0
24908,17494,41537,0
24909,15165,21246,0
24910,14579,33200,0
24911,67602,35698,0
24912,58869,9573,0
24913,53344,25026,0
24914,69780,35259,0
24915,20967,74903,0
24916,64702,77819,0
24917,23963,49836,0
24918,37585,668,0
24919,40596,42678,0
24920,31678,42437,0
24921,49649,6900,0
24922,27651,13019,0
24923,34044,66959,0
24924,80861,13623,0
24925,75319,614,0
24926,55293,64135,0
24927,73517,62255,0
24928,4615,12474,0
24929,24278,36234,0
24930,39441,43750,0
24931,7842,42216,0
24932,8916,17928,0
24933,79503,47547,0
24934,25620,48917,0
24935,47346,33442,0
24936,47058,80516,0
24937,26530,32334,0
24938,20743,45158,0
24939,50381,17937,0
24940,39166,55007,0
24941,47918,72514,0
24942,26996,22715,0
24943,56067,55019,0
24944,24342,73560,0
24945,64581,9541,0
24946,10412,4101,0
24947,73645,30518,0
24948,1066,27734,0
24949,74822,56158,0
24950,73996,13971,0
24951,2110,53784,0
24952,62427,33547,0
24953,37226,69358,0
24954,47916,50345,0
24955,75256,5122,0
24956,33579,23165,0
24957,18589,68036,0
24958,78025,50036,0
24959,61232,47113,0
24960,73485,31175,0
24961,69248,17977,0
24962,15227,75225,0
24963,20927,31665,0
24964,56243,63300,0
24965,47313,78540,0
24966,19863,24561,0
24967,26591,52184,0
24968,7879,28646,0
24969,37890,44798,0
24970,76690,57371,0
24971,37007,42236,0
24972,46811,61525,0
24973,13671,11443,0
24974,55499,29032,0
24975,10113,32276,0
24976,56772,54380,0
24977,21843,42604,0
24978,30136,42793,0
24979,80263,41892,0
24980,43379,8346,0
24981,20035,67836,0
24982,42407,29124,0
24983,72973,64746,0
24984,32606,72364,0
24985,19450,43239,0
24986,23350,41768,0
24987,1880,11577,0
24988,68698,55201,0
24989,7970,8361,0
24990,68532,48493,0
24991,14568,48935,0
24992,58998,12291,0
24993,17543,22799,0
24994,73853,40565,0
24995,9708,10656,0
24996,67047,15503,0
24997,37753,10511,0
24998,47805,29148,0
24999,67887,40060,0
25000,49606,38962,0
25001,10811,49364,0
25002,79970,56141,0
25003,60349,44126,0
25004,69379,61547,0
25005,62550,69335,0
25006,9672,78303,0
25007,16767,49531,0
25008,68185,33459,0
25009,11526,35696,0
25010,1496,19292,0
25011,39245,55568,0
25012,19802,21194,0
25013,27074,74544,0
25014,78288,28649,0
25015,24894,76196,0
25016,8167,20902,0
25017,78242,69594,0
25018,23420,18512,0
25019,24544,3201,0
25020,74494,78252,0
25021,12450,78044,0
25022,44113,20718,0
25023,6952,15157,0
25024,68331,37606,0
25025,2595,58231,0
25026,53000,37861,0
25027,69754,15192,0
25028,71729,22153,0
25029,21586,60990,0
25030,50499,64038,0
25031,44205,26319,0
25032,54329,53692,0
25033,75368,12212,0
25034,25162,37141,0
25035,32446,56351,0
25036,42959,46336,0
25037,19159,67868,0
25038,1901,48401,0
25039,51811,36131,0
25040,42875,13619,0
25041,38496,40904,0
25042,59749,18601,0
25043,1673,6291,0
25044,74047,14527,0
25045,43452,3050,0
25046,38997,17508,0
25047,54257,80769,0
25048,43113,31877,0
25049,62757,11072,0
25050,66929,55366,0
25051,65217,38427,0
25052,59242,64032,0
25053,56731,31427,0
25054,51648,42152,0
25055,36806,79539,0
25056,36064,8750,0
25057,51913,28837,0
25058,16604,41915,0
25059,37084,9331,0
25060,7202,76758,0
25061,78226,47503,0
25062,39634,924,0
25063,65636,25205,0
25064,26063,31341,0
25065,17283,74633,0
25066,60496,16148,0
25067,4614,30320,0
25068,75066,78962,0
25069,41176,30634,0
25070,31834,44587,0
25071,14739,33220,0
25072,77046,45327,0
25073,38595,33662,0
25074,9929,19379,0
25075,45014,69575,0
25076,10099,26206,0
25077,3830,81135,0
25078,13952,61106,0
25079,25420,80294,0
25080,3896,38563,0
25081,11968,52339,0
25082,50986,6731,0
25083,74951,22207,0
25084,35766,12452,0
25085,58405,35376,0
25086,65982,42565,0
25087,70512,9999,0
25088,76824,16244,0
25089,58008,68170,0
25090,31547,76586,0
25091,10345,53565,0
25092,21287,60629,0
25093,34522,52894,0
25094,63495,34116,0
25095,7085,49889,0
25096,17209,77262,0
25097,24968,10563,0
25098,27733,44216,0
25099,53580,40101,0
25100,51912,48344,0
25101,14009,15573,0
25102,24850,58048,0
25103,18212,47846,0
25104,57057,65854,0
25105,18692,42821,0
25106,55256,5301,0
25107,79627,61092,0
25108,46565,50328,0
25109,41679,32520,0
25110,53984,74836,0
25111,77124,36484,0
25112,70987,66457,0
25113,76169,38772,0
25114,24075,64818,0
25115,78470,41931,0
25116,4758,62074,0
25117,45462,53095,0
25118,13874,51750,0
25119,50696,40095,0
25120,37844,11381,0
25121,24258,45462,0
25122,8864,34815,0
25123,77412,29195,0
25124,74813,2405,0
25125,72385,9462,0
25126,71625,72756,0
25127,67955,30366,0
25128,24675,11226,0
25129,45989,22410,0
25130,16636,12085,0
25131,50886,10017,0
25132,50999,22726,0
25133,49716,35506,0
25134,38551,44612,0
25135,15134,15143,0
25136,65048,14161,0
25137,50019,74353,0
25138,26149,4026,0
25139,33869,17939,0
25140,64030,60423,0
25141,72874,16392,0
25142,43897,62755,0
25143,8652,58852,0
25144,57128,32620,0
25145,78920,5899,0
25146,6633,19539,0
25147,6695,59078,0
25148,59538,848,0
25149,69331,1289,0
25150,72212,57748,0
25151,55695,12652,0
25152,69500,71462,0
25153,20155,44291,0
25154,43902,7637,0
25155,23961,77682,0
25156,70574,16437,0
25157,44377,74884,0
25158,5574,39382,0
25159,10048,54213,0
25160,59965,22203,0
25161,45090,29679,0
25162,33435,22154,0
25163,4371,22320,0
25164,17139,24733,0
25165,60262,51244,0
25166,22128,8896,0
25167,77258,73185,0
25168,66838,67893,0
25169,44395,72430,0
25170,55126,63998,0
25171,29562,62574,0
25172,41579,7698,0
25173,70477,58733,0
25174,63135,20859,0
25175,37336,34090,0
25176,80050,57141,0
25177,64129,25100,0
25178,46728,47958,0
25179,4360,5515,0
25180,18410,56050,0
25181,27123,52661,0
25182,47739,48985,0
25183,13944,28248,0
25184,46247,2773,0
25185,48573,46178,0
25186,7803,1324,0
25187,12939,29860,0
25188,1600,26513,0
25189,9261,59444,0
25190,7143,54649,0
25191,78295,15780,0
25192,5721,15592,0
25193,12020,19912,0
25194,3288,15889,0
25195,45181,59702,0
25196,40968,38230,0
25197,68467,20421,0
25198,74285,31793,0
25199,12571,67906,0
25200,27442,61250,0
25201,5032,44013,0
25202,3947,21345,0
25203,34897,52234,0
25204,26310,63087,0
25205,74183,55810,0
25206,29090,22712,0
25207,73586,9511,0
25208,20614,33396,0
25209,20479,41839,0
25210,45804,1398,0
25211,76920,10103,0
25212,31465,62037,0
25213,76046,34422,0
25214,25899,61274,0
25215,14706,26453,0
25216,22358,43615,0
25217,33389,29059,0
25218,76036,37117,0
25219,78643,63014,0
25220,41688,39616,0
25221,46733,48786,0
25222,67808,29594,0
25223,61680,9880,0
25224,42417,80557,0
25225,3607,37468,0
25226,33308,13013,0
25227,30876,25024,0
25228,31482,12002,0
25229,21120,27848,0
25230,17475,43609,0
25231,42388,63008,0
25232,79172,68619,0
25233,16978,71850,0
25234,15725,68257,0
25235,40352,43501,0
25236,64919,58291,0
25237,56492,48488,0
25238,46705,51999,0
25239,56527,79973,0
25240,65096,63064,0
25241,11047,26427,0
25242,55882,23834,0
25243,8739,40756,0
25244,23202,34275,0
25245,1827,71110,0
25246,27605,23067,0
25247,78574,42632,0
25248,47021,16368,0
25249,74971,68418,0
25250,19336,55894,0
25251,14634,8402,0
25252,25386,35344,0
25253,20917,78951,0
25254,41931,54380,0
25255,38822,14501,0
25256,215,31370,0
25257,13846,13247,0
25258,61501,8551,0
25259,12504,49798,0
25260,67178,22916,0
25261,55761,70617,0
25262,26457,12478,0
25263,30580,39160,0
25264,27010,25459,0
25265,25852,9860,0
25266,4265,30597,0
25267,54133,8302,0
25268,70063,64972,0
25269,6340,13064,0
25270,32461,55504,0
25271,72520,53368,0
25272,54428,11044,0
25273,19411,2831,0
25274,8179,44458,0
25275,49757,26409,0
25276,53307,48503,0
25277,74821,10514,0
25278,24,51558,0
25279,46271,59196,0
25280,60110,37804,0
25281,71192,44713,0
25282,75486,70688,0
25283,48187,5389,0
25284,15294,16503,0
25285,69135,68652,0
25286,73168,65081,0
25287,63442,33782,0
25288,2900,70116,0
25289,9655,63907,0
25290,12216,46082,0
25291,43800,49937,0
25292,76853,38546,0
25293,41195,24086,0
25294,35041,9567,0
25295,1055,38311,0
25296,23238,70818,0
25297,9940,59545,0
25298,31102,37124,0
25299,56397,46991,0
25300,21964,63904,0
25301,80620,65943,0
25302,74235,16028,0
25303,77465,77367,0
25304,50141,20117,0
25305,58187,49476,0
25306,45508,42382,0
25307,61576,79546,0
25308,73316,27772,0
25309,3105,55595,0
25310,61547,10319,0
25311,72247,66175,0
25312,37586,51181,0
25313,39625,972,0
25314,66158,75628,0
25315,17022,13141,0
25316,2630,71702,0
25317,29336,71226,0
25318,64144,5141,0
25319,61922,14518,0
25320,69185,606,0
25321,39554,28274,0
25322,2522,19151,0
25323,4756,2429,0
25324,29344,18096,0
25325,73212,78696,0
25326,55018,15716,0
25327,63419,66177,0
25328,50324,59205,0
25329,73085,28936,0
25330,36713,80424,0
25331,7966,67465,0
25332,76886,53315,0
25333,56837,12715,0
25334,7349,65776,0
25335,75810,51297,0
25336,78018,64845,0
25337,3938,642,0
25338,27233,76888,0
25339,46843,10456,0
25340,25652,52296,0
25341,29072,25113,0
25342,27265,68475,0
25343,80012,77683,0
25344,29871,79440,0
25345,42388,43573,0
25346,26798,2809,0
25347,71095,66555,0
25348,58374,1141,0
25349,26806,72098,0
25350,46710,11997,0
25351,21223,10039,0
25352,79898,5904,0
25353,24133,21415,0
25354,42988,33927,0
25355,61940,30534,0
25356,75522,71367,0
25357,68679,30208,0
25358,38093,11869,0
25359,43393,66635,0
25360,37640,13055,0
25361,33605,9383,0
25362,65259,30037,0
25363,17554,80467,0
25364,27479,80835,0
25365,80658,45377,0
25366,71292,59498,0
25367,75445,23010,0
25368,10814,55466,0
25369,13327,31743,0
25370,46517,53804,0
25371,64705,18524,0
25372,60237,38382,0
25373,22665,25373,0
25374,70528,23824,0
25375,42427,74776,0
25376,66297,20994,0
25377,71878,68640,0
25378,78313,65651,0
25379,1154,17058,0
25380,20613,24581,0
25381,37593,24886,0
25382,31511,54758,0
25383,12424,25681,0
25384,41612,21609,0
25385,76721,44872,0
25386,23429,37261,0
25387,76626,64233,0
25388,76309,26619,0
25389,59180,2836,0
25390,35714,44401,0
25391,74371,51970,0
25392,78298,78740,0
25393,4348,67978,0
25394,2452,42062,0
25395,10684,64229,0
25396,75602,81064,0
25397,64424,16538,0
25398,71462,45518,0
25399,72484,3135,0
25400,8411,10255,0
25401,19383,3228,0
25402,31888,24664,0
25403,36912,27130,0
25404,69577,19764,0
25405,73919,74103,0
25406,836,21047,0
25407,1031,39982,0
25408,35682,28624,0
25409,3018,33182,0
25410,39593,12790,0
25411,26461,57621,0
25412,11673,15293,0
25413,2265,2585,0
25414,58775,54936,0
25415,41522,69556,0
25416,60814,15115,0
25417,38546,26069,0
25418,68295,78408,0
25419,9468,24085,0
25420,24445,28967,0
25421,33897,34777,0
25422,42334,12279,0
25423,76756,34612,0
25424,64834,30907,0
25425,66492,73624,0
25426,26281,18965,0
25427,45720,62265,0
25428,46977,73147,0
25429,8820,55513,0
25430,44393,49863,0
25431,78911,978,0
25432,44753,33402,0
25433,16248,70715,0
25434,32073,45331,0
25435,21684,8615,0
25436,13036,47862,0
25437,11564,26246,0
25438,57098,434,0
25439,58014,23855,0
25440,13169,12928,0
25441,66103,72509,0
25442,23031,44273,0
25443,16778,55604,0
25444,54583,79172,0
25445,49031,70171,0
25446,4465,49799,0
25447,4564,62610,0
25448,64279,41773,0
25449,12606,39768,0
25450,597,52656,0
25451,65919,80686,0
25452,76675,57789,0
25453,41421,10790,0
25454,61461,78631,0
25455,56132,44038,0
25456,64351,44278,0
25457,1132,6398,0
25458,70815,11667,0
25459,23183,42950,0
25460,42116,73058,0
25461,119,24923,0
25462,40844,73387,0
25463,27625,58243,0
25464,28654,47798,0
25465,8505,10000,0
25466,10979,74214,0
25467,10777,79183,0
25468,69720,11292,0
25469,42852,36323,0
25470,58312,22892,0
25471,64016,50946,0
25472,23104,43946,0
25473,66715,41908,0
25474,78144,49844,0
25475,69660,77414,0
25476,66828,77248,0
25477,16326,53362,0
25478,10707,29553,0
25479,29612,53671,0
25480,55554,25442,0
25481,31867,62901,0
25482,23733,73322,0
25483,41659,9749,0
25484,12107,71453,0
25485,24806,33348,0
25486,68114,49059,0
25487,50098,41254,0
25488,51062,63403,0
25489,31431,35394,0
25490,12238,68903,0
25491,20696,58579,0
25492,57670,75803,0
25493,74336,75009,0
25494,21524,41432,0
25495,21625,4331,0
25496,13724,6652,0
25497,74331,36169,0
25498,48808,70209,0
25499,78257,456,0
25500,10247,59904,0
25501,54367,73773,0
25502,55048,72414,0
25503,30292,79794,0
25504,74162,48411,0
25505,44307,79569,0
25506,76482,75786,0
25507,25649,40052,0
25508,30401,6367,0
25509,71845,29443,0
25510,31654,66526,0
25511,79970,59849,0
25512,44286,31925,0
25513,26761,14558,0
25514,52230,46455,0
25515,13869,59593,0
25516,32111,10778,0
25517,3012,12643,0
25518,36665,77805,0
25519,52099,25246,0
25520,54293,1743,0
25521,52454,62563,0
25522,47152,45631,0
25523,18577,64647,0
25524,31824,55983,0
25525,2476,8095,0
25526,67238,56662,0
25527,17154,51783,0
25528,20302,20694,0
25529,39799,31919,0
25530,80651,38087,0
25531,72182,36918,0
25532,78727,78420,0
25533,43251,22152,0
25534,38469,38467,0
25535,19378,18508,0
25536,35271,49255,0
25537,80170,34781,0
25538,62834,58226,0
25539,55936,59239,0
25540,78709,65948,0
25541,14871,58413,0
25542,45922,59553,0
25543,46508,78898,0
25544,1971,61708,0
25545,12519,36418,0
25546,60806,54822,0
25547,4652,8522,0
25548,47040,54061,0
25549,7889,64616,0
25550,50558,61910,0
25551,76586,39117,0
25552,55344,27055,0
25553,8547,7461,0
25554,41469,23318,0
25555,18646,35713,0
25556,19366,17343,0
25557,31735,66090,0
25558,10749,16276,0
25559,60093,66442,0
25560,7748,29887,0
25561,56102,1972,0
25562,63478,1523,0
25563,73927,38290,0
25564,78600,39775,0
25565,51812,68707,0
25566,75894,2730,0
25567,27171,977,0
25568,5358,55114,0
25569,65873,72799,0
25570,6217,37842,0
25571,70961,26231,0
25572,18619,20684,0
25573,62179,68107,0
25574,644,68530,0
25575,3272,2686,0
25576,78958,47188,0
25577,22980,55236,0
25578,63452,47442,0
25579,61677,19601,0
25580,24510,45716,0
25581,35759,64604,0
25582,37277,13969,0
25583,57887,27252,0
25584,32039,51144,0
25585,40224,1815,0
25586,71437,79127,0
25587,42155,62626,0
25588,46835,52450,0
25589,7541,70833,0
25590,41226,30083,0
25591,18430,74129,0
25592,61300,65263,0
25593,9209,29756,0
25594,61416,59961,0
25595,76381,75598,0
25596,16183,38372,0
25597,77280,3014,0
25598,49933,65725,0
25599,67925,70692,0
25600,71767,23954,0
25601,36675,106,0
25602,52694,11744,0
25603,74097,30325,0
25604,34794,57290,0
25605,30624,75115,0
25606,22827,14969,0
25607,63415,50138,0
25608,38283,73446,0
25609,7298,12765,0
25610,1384,17146,0
25611,69437,967,0
25612,76597,48404,0
25613,8594,80915,0
25614,57998,14385,0
25615,14039,45696,0
25616,45808,41225,0
25617,75751,79874,0
25618,11384,1069,0
25619,41889,16790,0
25620,62186,22214,0
25621,55378,51982,0
25622,62161,24601,0
25623,80277,31324,0
25624,3451,75724,0
25625,50592,3264,0
25626,37271,51414,0
25627,64318,59337,0
25628,67291,16351,0
25629,40045,71789,0
25630,6017,25217,0
25631,52751,9753,0
25632,77875,325,0
25633,38034,68554,0
25634,15151,55823,0
25635,52561,4179,0
25636,38532,15059,0
25637,71711,27162,0
25638,23068,37416,0
25639,33454,13296,0
25640,80161,63929,0
25641,13672,2087,0
25642,73980,1766,0
25643,14036,47626,0
25644,17630,78128,0
25645,40584,43558,0
25646,73229,63833,0
25647,18088,54096,0
25648,53894,70117,0
25649,11051,48349,0
25650,66748,29671,0
25651,75587,12623,0
25652,12850,1871,0
25653,24603,45394,0
25654,27348,21240,0
25655,25067,8345,0
25656,32971,78187,0
25657,54625,21519,0
25658,13005,71587,0
25659,14137,70689,0
25660,58365,37294,0
25661,22888,44372,0
25662,64417,12875,0
25663,60540,52422,0
25664,50991,78170,0
25665,30143,16986,0
25666,65188,7999,0
25667,2825,28979,0
25668,11200,685,0
25669,35609,49598,0
25670,71508,72980,0
25671,66254,48360,0
25672,37154,36037,0
25673,30617,79100,0
25674,7704,74074,0
25675,34998,52827,0
25676,69169,8587,0
25677,42224,10740,0
25678,18661,8830,0
25679,49191,38379,0
25680,59674,30407,0
25681,60791,19587,0
25682,17054,9620,0
25683,19925,65391,0
25684,68699,45040,0
25685,33111,36826,0
25686,36210,63185,0
25687,50341,62381,0
25688,27272,2131,0
25689,49606,34807,0
25690,61216,9378,0
25691,46491,9443,0
25692,71762,28550,0
25693,39438,45042,0
25694,61571,1618,0
25695,44931,6107,0
25696,38478,50369,0
25697,57438,25926,0
25698,74710,70928,0
25699,64837,34506,0
25700,79311,40457,0
25701,74515,54622,0
25702,21484,42437,0
25703,58969,66589,0
25704,8087,38510,0
25705,69326,69058,0
25706,59245,35905,0
25707,78630,45199,0
25708,52446,35399,0
25709,16434,45351,0
25710,50324,52362,0
25711,56086,41925,0
25712,13010,31475,0
25713,66808,13590,0
25714,42400,78054,0
25715,38554,16971,0
25716,11,66844,0
25717,11239,40559,0
25718,57491,42125,0
25719,73894,56382,0
25720,62584,27392,0
25721,63404,2056,0
25722,60383,37646,0
25723,72229,69060,0
25724,59774,63202,0
25725,45992,17585,0
25726,23739,21465,0
25727,7485,47867,0
25728,58233,49528,0
25729,27812,77077,0
25730,39686,26811,0
25731,44354,12646,0
